CSD,BORO,GRADE LEVEL,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)","CORE COURSE 
(MS CORE and 
09-12 ONLY)","SERVICE CATEGORY
(0K-08 ONLY)",NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
23,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,245,12,20.4
23,K,MS Core,SPEC ED,English,MS English Core,-,182,21,8.7
23,K,MS Core,SPEC ED,Math,MS Math Core,-,193,24,8
23,K,MS Core,SPEC ED,Science,MS Science Core,-,144,17,8.5
23,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,136,16,8.5
23,K,MS Core,G&T,Math,Integrated Algebra,-,92,5,18.4
23,K,MS Core,G&T,Science,Living Environment,-,45,2,22.5
23,K,MS Core,G&T&ICT,English,MS English Core,-,45,2,22.5
24,Q,0K,GEN ED,-,-,-,3984,166,24
24,Q,0K,CTT,-,-,-,858,37,23.2
24,Q,0K,G&T,-,-,-,112,6,18.7
24,Q,01,GEN ED,-,-,-,3775,138,27.4
24,Q,01,CTT,-,-,-,1126,41,27.5
24,Q,01,G&T,-,-,-,156,6,26
24,Q,02,GEN ED,-,-,-,3635,131,27.7
24,Q,02,CTT,-,-,-,1121,40,28
24,Q,02,G&T,-,-,-,148,5,29.6
24,Q,02,G&T&ICT,-,-,-,31,1,31
24,Q,03,GEN ED,-,-,-,3633,130,27.9
24,Q,03,CTT,-,-,-,939,34,27.6
24,Q,03,G&T,-,-,-,122,4,30.5
24,Q,04,GEN ED,-,-,-,3537,124,28.5
24,Q,04,CTT,-,-,-,1020,36,28.3
24,Q,04,G&T,-,-,-,84,3,28
24,Q,05,GEN ED,-,-,-,3361,119,28.2
24,Q,05,CTT,-,-,-,929,33,28.2
24,Q,05,G&T,-,-,-,77,3,25.7
24,Q,06,GEN ED,-,-,-,3128,112,27.9
24,Q,06,CTT,-,-,-,726,26,27.9
24,Q,07,GEN ED,-,-,-,3188,111,28.7
24,Q,07,CTT,-,-,-,747,27,27.7
24,Q,08,GEN ED,-,-,-,3271,113,28.9
24,Q,08,CTT,-,-,-,821,29,28.3
24,Q,09-12,GEN ED,English,MS English Core,-,1128,52,21.7
24,Q,09-12,GEN ED,English,English 9,-,2001,74,27
24,Q,09-12,GEN ED,English,English 10,-,2130,76,28
24,Q,09-12,GEN ED,English,English 11,-,2041,76,26.9
24,Q,09-12,GEN ED,English,English 12,-,2182,81,26.9
24,Q,09-12,GEN ED,English,Other English,-,2852,133,21.4
24,Q,09-12,GEN ED,Math,Integrated Algebra,-,2611,101,25.9
24,Q,09-12,GEN ED,Math,Geometry,-,2234,80,27.9
24,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,2913,111,26.2
24,Q,09-12,GEN ED,Math,Other Math,-,2788,112,24.9
24,Q,09-12,GEN ED,Science,Living Environment,-,2654,101,26.3
24,Q,09-12,GEN ED,Science,Chemistry,-,1862,69,27
24,Q,09-12,GEN ED,Science,Physics,-,1068,41,26
24,Q,09-12,GEN ED,Science,Other Physical Sciences,-,463,17,27.2
24,Q,09-12,GEN ED,Science,Other Science,-,3673,142,25.9
24,Q,09-12,GEN ED,Social Studies,Global History,-,5051,187,27
24,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,2600,95,27.4
24,Q,09-12,GEN ED,Social Studies,Participation in Government,-,1687,61,27.7
24,Q,09-12,GEN ED,Social Studies,Economics,-,1293,51,25.4
24,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,591,26,22.7
24,Q,09-12,CTT,English,MS English Core,-,246,9,27.3
24,Q,09-12,CTT,English,English 9,-,598,20,29.9
24,Q,09-12,CTT,English,English 10,-,664,23,28.9
24,Q,09-12,CTT,English,English 11,-,500,17,29.4
24,Q,09-12,CTT,English,English 12,-,245,9,27.2
24,Q,09-12,CTT,English,Other English,-,367,19,19.3
24,Q,09-12,CTT,Math,Integrated Algebra,-,1148,39,29.4
24,Q,09-12,CTT,Math,Geometry,-,365,13,28.1
24,Q,09-12,CTT,Math,Algebra 2/Trig,-,307,11,27.9
24,Q,09-12,CTT,Math,Other Math,-,409,15,27.3
24,Q,09-12,CTT,Science,Living Environment,-,672,23,29.2
24,Q,09-12,CTT,Science,Chemistry,-,158,5,31.6
24,Q,09-12,CTT,Science,Physics,-,63,2,31.5
24,Q,09-12,CTT,Science,Other Physical Sciences,-,41,2,20.5
24,Q,09-12,CTT,Science,Other Science,-,1249,44,28.4
24,Q,09-12,CTT,Social Studies,Global History,-,1395,47,29.7
24,Q,09-12,CTT,Social Studies,United States History Accelerated,-,624,21,29.7
24,Q,09-12,CTT,Social Studies,Participation in Government,-,163,5,32.6
24,Q,09-12,CTT,Social Studies,Economics,-,240,8,30
24,Q,09-12,CTT,Social Studies,Other Social Studies,-,41,2,20.5
24,Q,09-12,SPEC ED,English,English 9,-,56,5,11.2
24,Q,09-12,SPEC ED,English,English 10,-,26,3,8.7
24,Q,09-12,SPEC ED,English,English 11,-,46,4,11.5
24,Q,09-12,SPEC ED,English,English 12,-,28,3,9.3
24,Q,09-12,SPEC ED,English,Other English,-,49,5,9.8
24,Q,09-12,SPEC ED,Math,Integrated Algebra,-,122,9,13.6
24,Q,09-12,SPEC ED,Math,Geometry,-,42,3,14
24,Q,09-12,SPEC ED,Math,Algebra 2/Trig,-,40,4,10
24,Q,09-12,SPEC ED,Math,Other Math,-,9,1,9
24,Q,09-12,SPEC ED,Science,Living Environment,-,68,4,17
24,Q,09-12,SPEC ED,Science,Chemistry,-,10,1,10
24,Q,09-12,SPEC ED,Science,Other Physical Sciences,-,17,1,17
24,Q,09-12,SPEC ED,Science,Other Science,-,72,5,14.4
24,Q,09-12,SPEC ED,Social Studies,Global History,-,121,9,13.4
24,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,50,4,12.5
24,Q,09-12,SPEC ED,Social Studies,Participation in Government,-,24,3,8
24,Q,09-12,SPEC ED,Social Studies,Economics,-,13,1,13
24,Q,0K-09,SPEC ED,-,-,12:1,391,37,10.6
24,Q,0K-09,SPEC ED,-,-,12:1:1,1809,169,10.7
24,Q,0K-09,SPEC ED,-,-,6:1:1,13,2,6.5
24,Q,MS Core,GEN ED,English,MS English Core,-,8962,316,28.4
24,Q,MS Core,GEN ED,English,Other English,-,1048,40,26.2
24,Q,MS Core,GEN ED,Math,MS Math Core,-,8437,298,28.3
24,Q,MS Core,GEN ED,Science,MS Science Core,-,8536,301,28.4
24,Q,MS Core,GEN ED,Science,Living Environment,-,98,4,24.5
24,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,9246,326,28.4
24,Q,MS Core,CTT,English,MS English Core,-,2178,79,27.6
24,Q,MS Core,CTT,English,Other English,-,360,14,25.7
24,Q,MS Core,CTT,Math,MS Math Core,-,2174,79,27.5
24,Q,MS Core,CTT,Science,MS Science Core,-,2129,77,27.6
24,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,2157,78,27.7
24,Q,MS Core,SPEC ED,English,MS English Core,-,668,65,10.3
24,Q,MS Core,SPEC ED,English,Other English,-,223,23,9.7
24,Q,MS Core,SPEC ED,Math,MS Math Core,-,678,66,10.3
24,Q,MS Core,SPEC ED,Science,MS Science Core,-,677,65,10.4
24,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,677,65,10.4
24,Q,MS Core,G&T,English,MS English Core,-,148,5,29.6
24,Q,MS Core,G&T,Math,Integrated Algebra,-,1013,35,28.9
24,Q,MS Core,G&T,Science,Living Environment,-,233,8,29.1
24,Q,MS Core,G&T,Science,Other Science,-,635,22,28.9
24,Q,MS Core,G&T,Social Studies,United States History Accelerated,-,227,8,28.4
25,Q,0K,GEN ED,-,-,-,2243,95,23.6
25,Q,0K,CTT,-,-,-,438,21,20.9
25,Q,0K,G&T,-,-,-,157,7,22.4
25,Q,01,GEN ED,-,-,-,2101,80,26.3
25,Q,01,CTT,-,-,-,587,24,24.5
25,Q,01,G&T,-,-,-,223,8,27.9
25,Q,02,GEN ED,-,-,-,2095,81,25.9
25,Q,02,CTT,-,-,-,638,25,25.5
25,Q,02,G&T,-,-,-,267,9,29.7
25,Q,03,GEN ED,-,-,-,1868,72,25.9
25,Q,03,CTT,-,-,-,611,24,25.5
25,Q,03,G&T,-,-,-,217,7,31
25,Q,04,GEN ED,-,-,-,1736,65,26.7
25,Q,04,CTT,-,-,-,656,25,26.2
25,Q,04,G&T,-,-,-,176,6,29.3
25,Q,05,GEN ED,-,-,-,1766,63,28
25,Q,05,CTT,-,-,-,630,23,27.4
25,Q,05,G&T,-,-,-,138,5,27.6
25,Q,06,GEN ED,-,-,-,1759,61,28.8
25,Q,06,CTT,-,-,-,715,26,27.5
25,Q,07,GEN ED,-,-,-,1793,63,28.5
25,Q,07,CTT,-,-,-,603,24,25.1
25,Q,08,GEN ED,-,-,-,1950,67,29.1
25,Q,08,CTT,-,-,-,440,17,25.9
25,Q,09-12,GEN ED,English,MS English Core,-,689,31,22.2
25,Q,09-12,GEN ED,English,English 9,-,1588,54,29.4
25,Q,09-12,GEN ED,English,English 10,-,1777,61,29.1
25,Q,09-12,GEN ED,English,English 11,-,1513,51,29.7
25,Q,09-12,GEN ED,English,English 12,-,1876,64,29.3
25,Q,09-12,GEN ED,English,Other English,-,3192,133,24
25,Q,09-12,GEN ED,Math,Integrated Algebra,-,2202,90,24.5
25,Q,09-12,GEN ED,Math,Geometry,-,2352,86,27.3
25,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,1983,70,28.3
25,Q,09-12,GEN ED,Math,Other Math,-,1867,70,26.7
25,Q,09-12,GEN ED,Science,Living Environment,-,2361,86,27.5
25,Q,09-12,GEN ED,Science,Chemistry,-,1380,47,29.4
25,Q,09-12,GEN ED,Science,Physics,-,860,31,27.7
25,Q,09-12,GEN ED,Science,Other Physical Sciences,-,743,26,28.6
25,Q,09-12,GEN ED,Science,Other Science,-,3539,126,28.1
25,Q,09-12,GEN ED,Social Studies,Global History,-,4119,145,28.4
25,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,2143,75,28.6
25,Q,09-12,GEN ED,Social Studies,Participation in Government,-,1187,43,27.6
25,Q,09-12,GEN ED,Social Studies,Economics,-,891,31,28.7
25,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,891,38,23.4
25,Q,09-12,CTT,English,English 9,-,361,12,30.1
25,Q,09-12,CTT,English,English 10,-,397,13,30.5
25,Q,09-12,CTT,English,English 11,-,334,11,30.4
25,Q,09-12,CTT,English,English 12,-,215,7,30.7
25,Q,09-12,CTT,English,Other English,-,493,18,27.4
25,Q,09-12,CTT,Math,Integrated Algebra,-,550,20,27.5
25,Q,09-12,CTT,Math,Geometry,-,591,20,29.6
25,Q,09-12,CTT,Math,Algebra 2/Trig,-,45,2,22.5
25,Q,09-12,CTT,Math,Other Math,-,300,10,30
25,Q,09-12,CTT,Science,Living Environment,-,399,13,30.7
25,Q,09-12,CTT,Science,Chemistry,-,26,1,26
25,Q,09-12,CTT,Science,Other Physical Sciences,-,125,4,31.3
25,Q,09-12,CTT,Science,Other Science,-,821,28,29.3
25,Q,09-12,CTT,Social Studies,Global History,-,752,24,31.3
25,Q,09-12,CTT,Social Studies,United States History Accelerated,-,406,13,31.2
25,Q,09-12,CTT,Social Studies,Participation in Government,-,182,6,30.3
25,Q,09-12,CTT,Social Studies,Economics,-,95,3,31.7
25,Q,09-12,SPEC ED,English,English 9,-,52,5,10.4
25,Q,09-12,SPEC ED,English,English 10,-,49,4,12.3
25,Q,09-12,SPEC ED,English,English 11,-,46,4,11.5
25,Q,09-12,SPEC ED,English,English 12,-,27,2,13.5
25,Q,09-12,SPEC ED,English,Other English,-,149,18,8.3
25,Q,09-12,SPEC ED,Math,Integrated Algebra,-,158,12,13.2
25,Q,09-12,SPEC ED,Math,Geometry,-,73,7,10.4
25,Q,09-12,SPEC ED,Math,Algebra 2/Trig,-,21,2,10.5
25,Q,09-12,SPEC ED,Science,Living Environment,-,108,10,10.8
25,Q,09-12,SPEC ED,Science,Other Physical Sciences,-,13,1,13
25,Q,09-12,SPEC ED,Science,Other Science,-,145,12,12.1
25,Q,09-12,SPEC ED,Social Studies,Global History,-,135,11,12.3
25,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,76,6,12.7
25,Q,09-12,SPEC ED,Social Studies,Participation in Government,-,26,3,8.7
25,Q,09-12,SPEC ED,Social Studies,Economics,-,33,3,11
25,Q,0K-09,SPEC ED,-,-,12:1,133,14,9.5
25,Q,0K-09,SPEC ED,-,-,12:1:1,779,80,9.7
25,Q,0K-09,SPEC ED,-,-,6:1:1,4,1,4
25,Q,MS Core,GEN ED,English,MS English Core,-,5100,176,29
25,Q,MS Core,GEN ED,English,Other English,-,415,21,19.8
25,Q,MS Core,GEN ED,Math,MS Math Core,-,4799,165,29.1
25,Q,MS Core,GEN ED,Science,MS Science Core,-,4860,166,29.3
25,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,5490,188,29.2
25,Q,MS Core,CTT,English,MS English Core,-,1826,68,26.9
25,Q,MS Core,CTT,English,Other English,-,32,2,16
25,Q,MS Core,CTT,Math,MS Math Core,-,1753,65,27
25,Q,MS Core,CTT,Science,MS Science Core,-,1687,62,27.2
25,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,1757,65,27
25,Q,MS Core,SPEC ED,English,MS English Core,-,273,31,8.8
25,Q,MS Core,SPEC ED,English,Other English,-,17,2,8.5
25,Q,MS Core,SPEC ED,Math,MS Math Core,-,273,30,9.1
25,Q,MS Core,SPEC ED,Science,MS Science Core,-,276,30,9.2
25,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,275,31,8.9
25,Q,MS Core,G&T,Math,Integrated Algebra,-,735,25,29.4
25,Q,MS Core,G&T,Science,Living Environment,-,340,12,28.3
25,Q,MS Core,G&T,Science,Other Science,-,375,13,28.8
25,Q,MS Core,G&T,Social Studies,United States History Accelerated,-,58,2,29
25,Q,MS Core,G&T&ICT,Math,Integrated Algebra,-,48,2,24
25,Q,MS Core,G&T&ICT,Science,Living Environment,-,22,1,22
25,Q,MS Core,G&T&ICT,Science,Other Science,-,21,1,21
26,Q,0K,GEN ED,-,-,-,1305,57,22.9
26,Q,0K,CTT,-,-,-,374,18,20.8
26,Q,0K,G&T,-,-,-,148,7,21.1
26,Q,01,GEN ED,-,-,-,1209,47,25.7
26,Q,01,CTT,-,-,-,400,16,25
26,Q,01,G&T,-,-,-,212,7,30.3
26,Q,02,GEN ED,-,-,-,1244,46,27
26,Q,02,CTT,-,-,-,439,16,27.4
26,Q,02,G&T,-,-,-,221,7,31.6
26,Q,03,GEN ED,-,-,-,1148,42,27.3
26,Q,03,CTT,-,-,-,427,16,26.7
26,Q,03,G&T,-,-,-,128,4,32
26,Q,04,GEN ED,-,-,-,1259,44,28.6
26,Q,04,CTT,-,-,-,343,13,26.4
26,Q,04,G&T,-,-,-,114,4,28.5
26,Q,05,GEN ED,-,-,-,1402,49,28.6
26,Q,05,CTT,-,-,-,328,12,27.3
26,Q,05,G&T,-,-,-,92,3,30.7
26,Q,06,GEN ED,-,-,-,1589,53,30
26,Q,06,CTT,-,-,-,260,9,28.9
26,Q,07,GEN ED,-,-,-,1617,52,31.1
26,Q,07,CTT,-,-,-,245,8,30.6
26,Q,08,GEN ED,-,-,-,1674,54,31
26,Q,08,CTT,-,-,-,205,7,29.3
26,Q,09-12,GEN ED,English,MS English Core,-,507,16,31.7
26,Q,09-12,GEN ED,English,English 9,-,2445,81,30.2
26,Q,09-12,GEN ED,English,English 10,-,2645,82,32.3
26,Q,09-12,GEN ED,English,English 11,-,2695,83,32.5
26,Q,09-12,GEN ED,English,English 12,-,2380,78,30.5
26,Q,09-12,GEN ED,English,Other English,-,3830,146,26.2
26,Q,09-12,GEN ED,Math,Integrated Algebra,-,2570,87,29.5
26,Q,09-12,GEN ED,Math,Geometry,-,3149,100,31.5
26,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,2660,82,32.4
26,Q,09-12,GEN ED,Math,Other Math,-,3685,129,28.6
26,Q,09-12,GEN ED,Science,Living Environment,-,3110,100,31.1
26,Q,09-12,GEN ED,Science,Chemistry,-,2927,92,31.8
26,Q,09-12,GEN ED,Science,Physics,-,1456,49,29.7
26,Q,09-12,GEN ED,Science,Other Physical Sciences,-,284,9,31.6
26,Q,09-12,GEN ED,Science,Other Science,-,3823,128,29.9
26,Q,09-12,GEN ED,Social Studies,Global History,-,6149,196,31.4
26,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,3180,102,31.2
26,Q,09-12,GEN ED,Social Studies,Participation in Government,-,2135,70,30.5
26,Q,09-12,GEN ED,Social Studies,Economics,-,180,7,25.7
26,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,2749,91,30.2
26,Q,09-12,CTT,English,MS English Core,-,132,5,26.4
26,Q,09-12,CTT,English,English 9,-,662,22,30.1
26,Q,09-12,CTT,English,English 10,-,542,18,30.1
26,Q,09-12,CTT,English,English 11,-,585,18,32.5
26,Q,09-12,CTT,English,English 12,-,418,14,29.9
26,Q,09-12,CTT,English,Other English,-,710,28,25.4
26,Q,09-12,CTT,Math,Integrated Algebra,-,1010,34,29.7
26,Q,09-12,CTT,Math,Geometry,-,499,15,33.3
26,Q,09-12,CTT,Math,Algebra 2/Trig,-,398,14,28.4
26,Q,09-12,CTT,Math,Other Math,-,199,8,24.9
26,Q,09-12,CTT,Science,Living Environment,-,675,23,29.3
26,Q,09-12,CTT,Science,Chemistry,-,96,3,32
26,Q,09-12,CTT,Science,Physics,-,41,2,20.5
26,Q,09-12,CTT,Science,Other Science,-,1498,47,31.9
26,Q,09-12,CTT,Social Studies,Global History,-,1334,45,29.6
26,Q,09-12,CTT,Social Studies,United States History Accelerated,-,687,22,31.2
26,Q,09-12,CTT,Social Studies,Participation in Government,-,324,11,29.5
26,Q,09-12,CTT,Social Studies,Other Social Studies,-,788,23,34.3
26,Q,09-12,SPEC ED,English,English 9,-,127,11,11.5
26,Q,09-12,SPEC ED,English,English 10,-,110,10,11
26,Q,09-12,SPEC ED,English,English 11,-,106,9,11.8
26,Q,09-12,SPEC ED,English,English 12,-,76,7,10.9
26,Q,09-12,SPEC ED,English,Other English,-,235,23,10.2
26,Q,09-12,SPEC ED,Math,Integrated Algebra,-,332,24,13.8
26,Q,09-12,SPEC ED,Math,Geometry,-,57,5,11.4
26,Q,09-12,SPEC ED,Math,Algebra 2/Trig,-,25,2,12.5
26,Q,09-12,SPEC ED,Math,Other Math,-,87,7,12.4
26,Q,09-12,SPEC ED,Science,Living Environment,-,176,14,12.6
26,Q,09-12,SPEC ED,Science,Chemistry,-,37,3,12.3
26,Q,09-12,SPEC ED,Science,Other Science,-,171,13,13.2
26,Q,09-12,SPEC ED,Social Studies,Global History,-,287,24,12
26,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,141,11,12.8
26,Q,09-12,SPEC ED,Social Studies,Participation in Government,-,66,6,11
26,Q,09-12,SPEC ED,Social Studies,Other Social Studies,-,92,8,11.5
26,Q,0K-09,SPEC ED,-,-,12:1,189,22,8.6
26,Q,0K-09,SPEC ED,-,-,12:1:1,239,26,9.2
26,Q,0K-09,SPEC ED,-,-,6:1:1,18,3,6
26,Q,MS Core,GEN ED,English,MS English Core,-,4901,159,30.8
26,Q,MS Core,GEN ED,English,Other English,-,252,16,15.8
26,Q,MS Core,GEN ED,Math,MS Math Core,-,3927,127,30.9
26,Q,MS Core,GEN ED,Science,MS Science Core,-,4037,131,30.8
26,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,4839,157,30.8
26,Q,MS Core,CTT,English,MS English Core,-,714,24,29.8
26,Q,MS Core,CTT,English,Other English,-,46,3,15.3
26,Q,MS Core,CTT,Math,MS Math Core,-,744,25,29.8
26,Q,MS Core,CTT,Science,MS Science Core,-,684,23,29.7
26,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,682,23,29.7
26,Q,MS Core,SPEC ED,English,MS English Core,-,123,13,9.5
26,Q,MS Core,SPEC ED,English,Other English,-,5,1,5
26,Q,MS Core,SPEC ED,Math,MS Math Core,-,120,13,9.2
26,Q,MS Core,SPEC ED,Science,MS Science Core,-,119,13,9.2
26,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,122,13,9.4
26,Q,MS Core,G&T,Math,Integrated Algebra,-,946,31,30.5
26,Q,MS Core,G&T,Science,Living Environment,-,337,11,30.6
26,Q,MS Core,G&T,Science,Other Science,-,557,18,30.9
26,Q,MS Core,G&T,Social Studies,United States History Accelerated,-,92,3,30.7
27,Q,0K,GEN ED,-,-,-,2569,116,22.1
27,Q,0K,CTT,-,-,-,802,36,22.3
27,Q,0K,G&T,-,-,-,23,1,23
27,Q,01,GEN ED,-,-,-,2684,104,25.8
27,Q,01,CTT,-,-,-,876,35,25
27,Q,01,G&T,-,-,-,27,1,27
27,Q,02,GEN ED,-,-,-,2704,105,25.8
27,Q,02,CTT,-,-,-,885,35,25.3
27,Q,02,G&T,-,-,-,59,2,29.5
27,Q,03,GEN ED,-,-,-,2488,95,26.2
27,Q,03,CTT,-,-,-,801,31,25.8
27,Q,03,G&T,-,-,-,62,2,31
27,Q,04,GEN ED,-,-,-,2506,96,26.1
27,Q,04,CTT,-,-,-,725,28,25.9
27,Q,04,G&T,-,-,-,60,2,30
27,Q,05,GEN ED,-,-,-,2416,90,26.8
27,Q,05,CTT,-,-,-,788,30,26.3
27,Q,05,G&T,-,-,-,58,2,29
27,Q,06,GEN ED,-,-,-,2639,97,27.2
27,Q,06,CTT,-,-,-,798,31,25.7
27,Q,07,GEN ED,-,-,-,2670,94,28.4
27,Q,07,CTT,-,-,-,676,26,26
27,Q,08,GEN ED,-,-,-,2881,102,28.2
27,Q,08,CTT,-,-,-,670,27,24.8
27,Q,09-12,GEN ED,English,MS English Core,-,129,5,25.8
27,Q,09-12,GEN ED,English,English 9,-,1808,65,27.8
27,Q,09-12,GEN ED,English,English 10,-,1471,52,28.3
27,Q,09-12,GEN ED,English,English 11,-,1721,64,26.9
27,Q,09-12,GEN ED,English,English 12,-,1285,52,24.7
27,Q,09-12,GEN ED,English,Other English,-,3951,177,22.3
27,Q,09-12,GEN ED,Math,Integrated Algebra,-,2318,89,26
27,Q,09-12,GEN ED,Math,Geometry,-,2400,93,25.8
27,Q,09-12,GEN ED,Math,Algebra 2/Trig,-,1473,54,27.3
27,Q,09-12,GEN ED,Math,Other Math,-,1811,71,25.5
27,Q,09-12,GEN ED,Science,Living Environment,-,2298,87,26.4
27,Q,09-12,GEN ED,Science,Chemistry,-,1127,42,26.8
27,Q,09-12,GEN ED,Science,Physics,-,500,19,26.3
27,Q,09-12,GEN ED,Science,Other Physical Sciences,-,742,30,24.7
27,Q,09-12,GEN ED,Science,Other Science,-,3108,122,25.5
27,Q,09-12,GEN ED,Social Studies,Global History,-,4048,148,27.4
27,Q,09-12,GEN ED,Social Studies,United States History Accelerated,-,1786,64,27.9
27,Q,09-12,GEN ED,Social Studies,Participation in Government,-,1558,58,26.9
27,Q,09-12,GEN ED,Social Studies,Economics,-,195,7,27.9
27,Q,09-12,GEN ED,Social Studies,Other Social Studies,-,1490,59,25.3
27,Q,09-12,CTT,English,MS English Core,-,28,2,14
27,Q,09-12,CTT,English,English 9,-,556,19,29.3
27,Q,09-12,CTT,English,English 10,-,571,19,30.1
27,Q,09-12,CTT,English,English 11,-,596,20,29.8
27,Q,09-12,CTT,English,English 12,-,289,11,26.3
27,Q,09-12,CTT,English,Other English,-,774,28,27.6
27,Q,09-12,CTT,Math,Integrated Algebra,-,1006,34,29.6
27,Q,09-12,CTT,Math,Geometry,-,725,26,27.9
27,Q,09-12,CTT,Math,Algebra 2/Trig,-,207,7,29.6
27,Q,09-12,CTT,Math,Other Math,-,532,20,26.6
27,Q,09-12,CTT,Science,Living Environment,-,955,32,29.8
27,Q,09-12,CTT,Science,Chemistry,-,189,7,27
27,Q,09-12,CTT,Science,Physics,-,31,1,31
27,Q,09-12,CTT,Science,Other Physical Sciences,-,192,7,27.4
27,Q,09-12,CTT,Science,Other Science,-,762,28,27.2
27,Q,09-12,CTT,Social Studies,Global History,-,1475,51,28.9
27,Q,09-12,CTT,Social Studies,United States History Accelerated,-,544,18,30.2
27,Q,09-12,CTT,Social Studies,Participation in Government,-,402,14,28.7
27,Q,09-12,CTT,Social Studies,Other Social Studies,-,308,11,28
27,Q,09-12,SPEC ED,English,English 9,-,72,7,10.3
27,Q,09-12,SPEC ED,English,English 10,-,65,7,9.3
27,Q,09-12,SPEC ED,English,English 11,-,37,4,9.3
27,Q,09-12,SPEC ED,English,English 12,-,29,3,9.7
27,Q,09-12,SPEC ED,English,Other English,-,158,18,8.8
27,Q,09-12,SPEC ED,Math,Integrated Algebra,-,174,15,11.6
27,Q,09-12,SPEC ED,Math,Geometry,-,72,6,12
27,Q,09-12,SPEC ED,Math,Other Math,-,53,4,13.3
27,Q,09-12,SPEC ED,Science,Living Environment,-,188,16,11.8
27,Q,09-12,SPEC ED,Science,Other Physical Sciences,-,7,1,7
27,Q,09-12,SPEC ED,Science,Other Science,-,90,8,11.3
27,Q,09-12,SPEC ED,Social Studies,Global History,-,192,17,11.3
27,Q,09-12,SPEC ED,Social Studies,United States History Accelerated,-,33,3,11
27,Q,09-12,SPEC ED,Social Studies,Participation in Government,-,23,3,7.7
27,Q,09-12,SPEC ED,Social Studies,Other Social Studies,-,21,3,7
27,Q,0K-09,SPEC ED,-,-,12:1,355,33,10.8
27,Q,0K-09,SPEC ED,-,-,12:1:1,1335,130,10.3
27,Q,MS Core,GEN ED,English,MS English Core,-,8375,299,28
27,Q,MS Core,GEN ED,English,Other English,-,207,7,29.6
27,Q,MS Core,GEN ED,Math,MS Math Core,-,7181,257,27.9
27,Q,MS Core,GEN ED,Science,MS Science Core,-,7445,269,27.7
27,Q,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,7826,284,27.6
27,Q,MS Core,CTT,English,MS English Core,-,1942,75,25.9
27,Q,MS Core,CTT,Math,MS Math Core,-,2055,79,26
27,Q,MS Core,CTT,Science,MS Science Core,-,1784,68,26.2
27,Q,MS Core,CTT,Social Studies,MS Social Studies Core,-,1770,68,26
27,Q,MS Core,SPEC ED,English,MS English Core,-,450,46,9.8
27,Q,MS Core,SPEC ED,Math,MS Math Core,-,480,48,10
27,Q,MS Core,SPEC ED,Science,MS Science Core,-,422,43,9.8
27,Q,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,410,42,9.8
27,Q,MS Core,G&T,English,MS English Core,-,61,2,30.5
27,Q,MS Core,G&T,Math,Integrated Algebra,-,1170,40,29.3
27,Q,MS Core,G&T,Science,Living Environment,-,975,33,29.5
27,Q,MS Core,G&T,Science,Other Science,-,174,6,29
27,Q,MS Core,G&T&ICT,Math,Integrated Algebra,-,55,2,27.5
27,Q,MS Core,G&T&ICT,Science,Living Environment,-,24,1,24
28,Q,0K,GEN ED,-,-,-,2126,89,23.9
28,Q,0K,CTT,-,-,-,544,23,23.7
28,Q,0K,G&T,-,-,-,64,4,16
28,Q,01,GEN ED,-,-,-,2132,80,26.7
28,Q,01,CTT,-,-,-,580,22,26.4
28,Q,01,G&T,-,-,-,111,4,27.8
28,Q,02,GEN ED,-,-,-,2037,76,26.8
28,Q,02,CTT,-,-,-,562,21,26.8
28,Q,02,G&T,-,-,-,113,4,28.3
28,Q,03,GEN ED,-,-,-,2032,74,27.5
28,Q,03,CTT,-,-,-,503,19,26.5
28,Q,03,G&T,-,-,-,95,3,31.7
28,Q,04,GEN ED,-,-,-,1787,64,27.9
28,Q,04,CTT,-,-,-,646,23,28.1
28,Q,04,G&T,-,-,-,84,3,28
